PROD_CODE,PROD_CODE_10,PACKAGING,CARBON_FOOTPRINT,HAZARDOUS_MATERIAL,RECYCLABLE
PRD0903527,CL00207,1,6,2,1
PRD0903752,CL00205,2,5,2,2
PRD0903755,CL00140,3,9,1,1
PRD0903949,CL00076,3,4,1,2
PRD0904017,CL00130,1,2,1,2
PRD0904092,CL00092,3,8,2,2
PRD0904106,CL00076,2,5,2,1
PRD0904125,CL00134,1,1,1,2
PRD0904203,CL00067,3,3,1,1
PRD0904254,CL00033,2,7,1,2
PRD0904264,CL00202,2,6,1,2
PRD0904286,CL00003,2,4,2,3
PRD0904343,CL00207,2,7,1,2
PRD0904351,CL00101,2,6,1,2
PRD0904357,CL00199,2,1,2,1
PRD0904448,CL00162,3,10,2,2
PRD0904496,CL00196,1,5,1,2
PRD0904641,CL00215,3,8,2,1
PRD0904939,CL00007,2,10,1,3
PRD0900119,CL00100,2,9,2,3
PRD0904886,CL00029,2,2,2,3
PRD0903495,CL00152,1,4,2,3
PRD0900914,CL00201,1,9,1,1
PRD0900790,CL00129,1,3,2,3
PRD0900856,CL00067,2,10,1,1
PRD0902467,CL00159,3,5,1,1
PRD0900282,CL00079,3,2,1,3
PRD0900317,CL00160,1,5,2,1
PRD0900350,CL00076,2,4,1,1
PRD0900478,CL00142,1,7,2,1
PRD0901058,CL00101,2,9,2,1
PRD0901107,CL00058,3,3,2,3
PRD0901411,CL00233,3,10,1,1
PRD0901470,CL00140,1,1,1,3
PRD0901552,CL00079,1,5,2,2
PRD0901588,CL00129,1,3,2,2
PRD0901958,CL00162,2,2,2,3
PRD0902068,CL00006,2,9,2,1
PRD0902312,CL00230,1,4,2,1
PRD0902446,CL00229,1,9,1,3
PRD0902866,CL00113,2,5,1,2
PRD0903232,CL00160,1,7,1,1
PRD0903327,CL00249,2,1,1,3
PRD0903381,CL00095,1,4,2,3
PRD0903533,CL00245,2,7,2,1
PRD0903701,CL00007,3,5,2,2
PRD0903851,CL00164,1,7,1,2
PRD0904181,CL00134,3,8,2,1
PRD0904741,CL00003,3,7,1,1
PRD0904746,CL00018,3,1,1,2
PRD0904798,CL00093,3,6,2,3
PRD0904934,CL00016,1,9,2,3
PRD0904960,CL00129,2,1,1,1
PRD0901269,CL00112,2,10,1,3
PRD0902563,CL00079,1,2,1,2
PRD0904949,CL00208,3,8,1,2
PRD0900230,CL00123,3,10,1,2
PRD0900519,CL00140,3,7,2,1
PRD0900536,CL00185,2,6,1,3
PRD0900555,CL00150,2,6,1,3
PRD0900698,CL00005,3,4,2,3
PRD0900745,CL00163,1,10,2,2
PRD0900787,CL00060,1,10,2,3
PRD0900791,CL00010,1,4,2,2
PRD0900816,CL00127,1,9,2,3
PRD0900877,CL00127,3,7,1,2
PRD0900933,CL00020,1,9,1,1
PRD0901063,CL00169,1,8,1,2
PRD0901179,CL00063,2,6,1,1
PRD0901251,CL00060,1,6,1,1
PRD0901268,CL00238,2,7,2,3
PRD0901513,CL00136,3,5,2,3
PRD0901691,CL00205,1,2,1,2
PRD0901718,CL00205,2,8,1,3
PRD0901751,CL00206,2,9,1,3
PRD0901782,CL00205,2,5,1,1
PRD0901857,CL00098,2,4,2,1
PRD0901973,CL00129,2,10,2,3
PRD0902130,CL00110,2,6,1,3
PRD0902163,CL00108,3,2,2,1
PRD0902177,CL00058,3,3,2,1
PRD0902238,CL00006,1,10,2,2
PRD0902436,CL00198,3,5,1,3
PRD0902500,CL00127,1,1,2,3
PRD0902800,CL00075,3,6,1,2
PRD0903132,CL00198,1,4,1,2
PRD0903175,CL00070,1,9,2,3
PRD0903197,CL00159,2,3,1,1
PRD0903205,CL00140,1,6,1,1
PRD0903340,CL00129,3,8,2,3
PRD0903477,CL00014,2,7,2,2
PRD0903614,CL00075,3,10,1,1
PRD0903619,CL00032,1,6,2,2
PRD0903852,CL00199,3,8,1,2
PRD0903927,CL00163,2,7,2,2
PRD0904353,CL00135,3,7,2,1
PRD0904407,CL00111,2,10,2,2
PRD0904638,CL00108,2,7,2,1
PRD0904645,CL00070,2,3,1,1
PRD0904683,CL00130,2,8,1,1
PRD0904984,CL00091,1,1,1,1
PRD0903863,CL00052,2,1,2,3
PRD0900612,CL00209,2,1,2,1
PRD0903592,CL00092,1,6,1,2
PRD0902515,CL00095,1,10,2,3
PRD0900326,CL00150,2,9,1,1
PRD0900171,CL00020,2,3,1,1
PRD0900205,CL00230,3,2,1,2
PRD0900585,CL00169,3,8,2,1
PRD0900689,CL00164,1,10,1,1
PRD0901176,CL00014,2,10,2,1
PRD0901264,CL00067,1,8,2,3
PRD0902457,CL00015,2,4,1,1
PRD0902532,CL00159,2,7,2,2
PRD0903164,CL00164,2,3,2,1
PRD0903268,CL00075,2,1,2,1
PRD0904005,CL00003,1,7,1,3
PRD0904198,CL00067,2,6,2,2
PRD0904246,CL00079,2,10,2,1
PRD0904302,CL00108,3,6,1,3
PRD0904967,CL00049,3,1,1,3
PRD0900502,CL00101,3,9,1,1
PRD0900666,CL00105,1,7,1,3
PRD0901373,CL00126,2,10,2,1
PRD0901533,CL00001,1,2,1,2
PRD0901939,CL00016,2,8,2,3
PRD0902188,CL00008,3,3,2,2
PRD0903439,CL00020,3,10,2,2
PRD0904123,CL00160,3,4,2,1
PRD0904867,CL00157,3,6,1,1
PRD0900327,CL00150,1,8,2,1
PRD0900728,CL00149,1,1,1,1
PRD0901077,CL00161,3,9,1,2
PRD0901094,CL00063,1,8,2,2
PRD0901414,CL00160,3,5,1,2
PRD0901572,CL00076,1,3,2,3
PRD0901613,CL00063,1,1,2,1
PRD0901644,CL00103,2,9,2,3
PRD0901776,CL00025,1,5,2,3
PRD0901947,CL00185,2,2,2,3
PRD0902057,CL00096,3,3,2,3
PRD0902171,CL00061,1,2,2,1
PRD0902218,CL00069,3,7,1,3
PRD0902936,CL00110,3,10,1,3
PRD0903143,CL00208,2,4,2,3
PRD0903170,CL00138,3,1,2,1
PRD0903189,CL00157,3,7,2,3
PRD0903217,CL00035,2,8,1,2
PRD0903263,CL00205,1,1,1,3
PRD0903267,CL00072,2,3,2,3
PRD0903307,CL00110,1,9,2,3
PRD0903339,CL00003,2,7,1,2
PRD0903379,CL00170,3,2,2,2
PRD0903425,CL00202,2,7,1,1
PRD0903463,CL00067,2,10,2,1
PRD0903616,CL00238,2,4,2,3
PRD0903689,CL00073,1,2,1,1
PRD0903712,CL00079,2,7,2,2
PRD0903901,CL00129,3,8,1,2
PRD0903985,CL00206,2,10,2,1
PRD0904271,CL00165,2,4,2,3
PRD0904298,CL00036,1,2,2,3
PRD0904300,CL00058,1,8,2,1
PRD0904465,CL00212,1,3,2,3
PRD0904474,CL00070,1,1,1,3
PRD0904517,CL00205,2,10,1,1
PRD0904561,CL00018,1,1,2,1
PRD0904685,CL00188,3,1,2,2
PRD0903646,CL00051,1,4,2,3
PRD0900735,CL00185,2,2,2,1
PRD0904975,CL00163,3,5,1,1
PRD0902770,CL00067,1,5,2,1
PRD0903831,CL00070,1,6,1,3
PRD0901509,CL00152,2,3,2,3
PRD0902078,CL00147,1,5,2,2
PRD0902780,CL00153,3,8,2,1
PRD0903167,CL00058,2,10,1,3
PRD0903454,CL00107,2,8,2,1
PRD0904330,CL00127,2,10,2,2
PRD0900973,CL00067,1,2,1,1
PRD0901171,CL00047,1,4,1,2
PRD0901428,CL00204,3,6,1,3
PRD0901461,CL00198,1,5,1,2
PRD0902048,CL00093,3,7,1,1
PRD0902315,CL00084,1,2,2,2
PRD0902502,CL00209,1,10,2,3
PRD0902568,CL00058,3,2,2,3
PRD0903824,CL00198,3,1,1,2
PRD0904048,CL00020,2,9,2,1
PRD0904712,CL00140,1,1,2,3
PRD0902717,CL00150,3,1,2,1
PRD0904111,CL00100,2,2,2,1
PRD0900592,CL00152,3,3,2,1
PRD0901144,CL00132,1,7,2,3
PRD0903962,CL00156,2,7,1,2
PRD0904826,CL00086,1,6,2,3
PRD0900284,CL00070,1,6,1,1
PRD0900380,CL00110,2,5,2,2
PRD0900446,CL00157,1,5,1,2
PRD0900501,CL00087,3,6,2,2
PRD0900685,CL00202,3,2,1,1
PRD0900758,CL00180,3,1,2,1
PRD0900785,CL00127,3,10,2,3
PRD0900931,CL00083,3,7,2,1
PRD0901000,CL00108,1,8,1,2
PRD0901018,CL00233,1,8,1,1
PRD0901075,CL00226,1,3,1,1
PRD0901190,CL00148,1,3,1,2
PRD0901235,CL00187,2,6,2,1
PRD0901363,CL00145,2,8,1,1
PRD0901485,CL00159,3,4,1,2
PRD0901536,CL00207,2,1,1,1
PRD0901621,CL00212,1,5,1,1
PRD0901979,CL00076,1,8,2,2
PRD0901989,CL00101,2,7,1,2
PRD0902003,CL00036,3,7,2,2
PRD0902273,CL00076,3,3,1,1
PRD0902323,CL00005,2,9,2,1
PRD0902410,CL00198,1,10,2,1
PRD0902644,CL00076,3,9,1,1
PRD0903183,CL00207,2,4,2,3
PRD0903322,CL00203,3,3,2,2
PRD0903532,CL00198,2,4,2,2
PRD0903749,CL00063,2,10,2,1
PRD0904256,CL00129,1,7,2,3
PRD0904405,CL00107,1,2,2,2
PRD0904512,CL00131,1,10,2,1
PRD0904782,CL00140,1,5,1,2
PRD0904846,CL00107,1,10,2,2
PRD0904953,CL00035,3,1,2,2
PRD0901969,CL00067,3,1,1,1
PRD0902731,CL00100,3,9,2,2
PRD0903766,CL00074,3,2,1,2
PRD0901200,CL00049,1,3,1,3
PRD0904215,CL00147,3,10,2,1
PRD0900086,CL00067,3,8,2,1
PRD0900178,CL00205,3,8,1,3
PRD0900309,CL00209,3,9,2,1
PRD0900426,CL00203,1,4,2,1
PRD0900668,CL00129,1,2,2,3
PRD0900797,CL00034,1,2,1,3
PRD0901583,CL00067,1,3,2,1
PRD0901730,CL00203,3,4,2,1
PRD0901801,CL00128,1,6,2,1
PRD0902189,CL00015,3,10,2,3
PRD0902439,CL00063,3,4,2,3
PRD0902464,CL00086,3,7,1,3
PRD0902490,CL00070,1,8,1,3
PRD0902513,CL00076,2,6,2,1
PRD0902946,CL00208,1,2,2,2
PRD0903019,CL00010,3,10,2,3
PRD0903342,CL00202,2,4,2,1
PRD0903482,CL00010,1,5,1,1
PRD0903663,CL00129,1,9,1,3
PRD0903705,CL00128,3,6,2,1
PRD0903731,CL00054,1,2,2,1
PRD0903791,CL00092,2,2,2,3
PRD0903893,CL00128,1,5,2,1
PRD0903978,CL00198,2,1,2,1
PRD0904232,CL00209,3,4,2,3
PRD0904434,CL00151,3,6,1,3
PRD0904779,CL00101,2,4,1,3
PRD0904823,CL00092,2,3,1,2
PRD0904892,CL00092,1,6,1,1
PRD0903062,CL00157,2,3,2,3
PRD0901720,CL00150,3,5,2,3
PRD0903798,CL00067,3,1,1,2
PRD0900131,CL00163,3,9,1,3
PRD0900264,CL00155,1,6,2,1
PRD0900274,CL00132,3,4,2,1
PRD0900347,CL00162,3,7,1,3
PRD0900389,CL00198,1,5,1,2
PRD0900632,CL00037,1,7,2,3
PRD0900722,CL00229,1,4,1,1
PRD0900825,CL00061,2,3,2,1
PRD0900854,CL00202,2,6,2,2
PRD0900904,CL00249,1,6,2,1
PRD0900928,CL00128,2,2,1,2
PRD0900992,CL00153,3,9,2,2
PRD0901082,CL00159,3,6,2,2
PRD0901211,CL00093,2,3,1,1
PRD0901229,CL00101,3,7,1,2
PRD0901412,CL00140,2,4,2,1
PRD0901475,CL00146,3,9,2,1
PRD0901703,CL00214,1,7,2,1
PRD0901762,CL00110,2,8,1,1
PRD0901836,CL00068,3,5,1,2
PRD0901997,CL00129,1,9,2,2
PRD0902028,CL00156,3,10,2,1
PRD0902094,CL00163,2,6,2,2
PRD0902309,CL00186,2,3,1,1
PRD0902363,CL00128,2,1,1,3
PRD0902388,CL00206,2,5,1,2
PRD0902476,CL00232,1,2,2,3
PRD0902750,CL00140,2,4,1,1
PRD0902896,CL00076,2,7,1,2
PRD0902992,CL00153,2,10,1,1
PRD0903017,CL00007,3,1,2,2
PRD0903093,CL00129,2,1,2,1
PRD0903223,CL00076,3,1,1,3
PRD0903302,CL00067,3,1,1,1
PRD0903433,CL00152,1,5,2,3
PRD0903467,CL00206,3,9,2,2
PRD0903521,CL00129,2,7,2,2
PRD0903670,CL00153,1,4,2,2
PRD0903906,CL00116,1,2,2,1
PRD0903907,CL00162,1,1,2,3
PRD0904067,CL00199,2,4,2,3
PRD0904188,CL00036,1,2,1,3
PRD0904196,CL00069,2,1,1,1
PRD0904237,CL00154,1,1,2,1
PRD0904287,CL00051,3,3,1,3
PRD0904344,CL00087,2,5,1,1
PRD0904350,CL00007,2,10,2,1
PRD0904417,CL00128,2,6,2,3
PRD0904871,CL00075,3,10,2,2
PRD0904910,CL00208,3,2,2,2
PRD0904937,CL00165,3,2,2,3
PRD0904940,CL00101,3,1,2,1
PRD0904277,CL00079,1,6,1,3
PRD0901042,CL00060,1,9,2,1
PRD0903347,CL00092,3,8,2,3
PRD0900025,CL00163,1,4,1,2
PRD0903056,CL00129,3,5,2,3
PRD0900047,CL00160,2,4,1,3
PRD0900225,CL00076,1,8,2,2
PRD0900367,CL00117,3,1,2,2
PRD0900397,CL00148,2,9,1,2
PRD0900409,CL00038,1,2,1,1
PRD0900437,CL00077,2,7,2,1
PRD0900451,CL00059,3,4,1,2
PRD0900530,CL00194,2,6,1,3
PRD0900532,CL00110,2,10,2,1
PRD0900706,CL00076,1,4,1,1
PRD0901054,CL00157,2,3,2,1
PRD0901073,CL00047,2,6,1,2
PRD0901143,CL00180,2,1,2,3
PRD0901272,CL00073,2,5,1,1
PRD0901285,CL00135,1,10,2,2
PRD0901334,CL00101,3,1,1,1
PRD0901526,CL00073,3,3,1,1
PRD0901575,CL00197,3,1,1,2
PRD0901785,CL00117,1,2,1,2
PRD0901876,CL00110,3,10,2,1
PRD0901895,CL00070,1,7,1,3
PRD0901914,CL00173,3,5,1,1
PRD0901927,CL00006,1,9,2,1
PRD0902398,CL00130,2,5,1,2
PRD0902466,CL00159,3,4,1,1
PRD0902674,CL00206,1,6,2,1
PRD0902704,CL00129,2,5,2,1
PRD0903025,CL00102,2,2,2,2
PRD0903043,CL00110,2,4,1,2
PRD0903127,CL00067,3,4,1,2
PRD0903146,CL00131,1,7,1,3
PRD0903283,CL00092,3,4,2,1
PRD0903702,CL00214,2,9,1,3
PRD0903783,CL00114,2,10,1,3
PRD0904093,CL00161,2,7,2,1
PRD0904297,CL00161,3,7,1,2
PRD0904333,CL00085,3,5,1,2
PRD0904649,CL00101,1,8,1,1
PRD0904654,CL00081,1,10,2,3
PRD0904756,CL00122,1,3,2,3
PRD0902918,CL00112,2,8,2,3
PRD0903086,CL00038,2,7,2,3
PRD0904293,CL00170,1,10,2,1
PRD0902379,CL00067,3,2,1,1
PRD0903165,CL00207,3,4,2,3
PRD0901832,CL00076,1,3,1,1
PRD0900635,CL00110,3,7,1,2
PRD0900919,CL00150,2,6,1,1
PRD0901665,CL00102,3,7,2,3
PRD0901839,CL00074,2,2,1,1
PRD0902061,CL00062,3,8,2,2
PRD0902454,CL00069,2,5,1,3
PRD0903367,CL00153,1,5,2,2
PRD0903580,CL00111,3,9,2,3
PRD0903581,CL00205,3,2,1,3
PRD0904420,CL00015,1,2,2,1
PRD0904804,CL00207,2,9,1,3
PRD0904820,CL00142,1,8,2,3
PRD0902392,CL00056,3,5,1,3
PRD0900322,CL00198,2,9,1,2
PRD0900708,CL00195,2,7,2,3
PRD0901571,CL00151,3,5,2,3
PRD0901811,CL00157,2,9,2,1
PRD0902834,CL00075,3,5,1,3
PRD0903160,CL00070,1,9,1,3
PRD0903698,CL00163,3,10,2,2
PRD0903643,CL00002,1,9,1,2
PRD0901071,CL00107,2,3,1,2
PRD0901429,CL00129,3,6,1,1
PRD0902007,CL00129,1,7,1,3
PRD0902264,CL00007,1,9,1,2
PRD0902755,CL00152,3,9,2,3
PRD0903736,CL00090,3,10,2,2
PRD0901447,CL00032,2,2,1,1
PRD0900826,CL00076,2,8,1,3
PRD0900875,CL00025,2,3,1,3
PRD0900930,CL00008,3,7,1,2
PRD0901277,CL00034,1,10,1,3
PRD0901699,CL00067,2,9,2,3
PRD0902380,CL00205,1,9,2,2
PRD0902411,CL00067,3,3,2,3
PRD0902862,CL00236,3,2,2,3
PRD0903023,CL00043,1,10,1,1
PRD0903866,CL00076,3,4,1,3
PRD0904704,CL00110,3,10,1,1
PRD0904764,CL00102,2,5,1,2
PRD0900961,CL00151,3,6,2,2
PRD0902873,CL00070,2,9,2,3
PRD0903219,CL00154,2,7,1,3
PRD0904444,CL00160,3,7,1,2
PRD0902496,CL00135,1,3,2,1
PRD0900210,CL00101,3,9,2,3
PRD0900527,CL00161,3,9,1,2
PRD0900800,CL00205,2,4,1,3
PRD0900833,CL00164,1,6,2,3
PRD0900855,CL00179,1,9,1,1
PRD0901455,CL00138,2,10,2,2
PRD0901710,CL00127,2,2,2,3
PRD0902027,CL00195,1,3,2,3
PRD0902641,CL00207,1,9,2,3
PRD0902779,CL00101,3,1,1,2
PRD0902796,CL00157,3,1,1,3
PRD0902826,CL00129,1,9,1,2
PRD0903174,CL00198,3,9,1,2
PRD0903394,CL00135,3,3,1,2
PRD0903479,CL00101,3,1,2,2
PRD0904443,CL00212,3,5,1,2
PRD0904449,CL00102,2,10,1,2
PRD0904773,CL00139,2,6,2,3
PRD0904776,CL00229,3,1,2,3
PRD0903427,CL00185,1,3,2,3
PRD0901476,CL00099,1,3,1,1
PRD0902356,CL00160,1,10,1,2
PRD0900579,CL00197,3,4,1,1
PRD0900619,CL00208,2,7,2,1
PRD0900686,CL00129,1,3,1,1
PRD0900801,CL00110,2,4,1,1
PRD0901072,CL00108,3,7,1,1
PRD0901259,CL00095,1,10,1,1
PRD0902038,CL00131,1,3,1,3
PRD0902183,CL00202,3,9,1,3
PRD0902227,CL00179,2,8,2,2
PRD0902415,CL00034,1,9,2,3
PRD0902520,CL00013,3,8,1,1
PRD0902530,CL00058,3,8,1,3
PRD0902673,CL00163,2,8,2,3
PRD0902956,CL00235,1,9,2,1
PRD0903600,CL00131,1,4,1,3
PRD0903635,CL00207,2,2,2,3
PRD0903818,CL00009,3,4,2,2
PRD0903983,CL00017,2,8,2,2
PRD0904368,CL00143,3,2,2,2
PRD0904675,CL00064,2,3,2,2
PRD0901724,CL00100,3,8,1,1
PRD0903679,CL00112,2,3,2,3
PRD0900211,CL00092,1,4,1,2
PRD0903315,CL00213,3,10,2,2
PRD0900335,CL00207,2,9,2,3
PRD0901612,CL00067,2,6,1,3
PRD0900228,CL00139,3,6,1,3
PRD0900256,CL00116,3,5,1,1
PRD0900374,CL00136,1,1,2,2
PRD0900405,CL00077,1,10,1,3
PRD0900674,CL00121,3,10,1,2
PRD0900970,CL00102,1,3,2,1
PRD0901078,CL00208,1,6,1,2
PRD0901352,CL00129,3,9,2,1
PRD0901845,CL00130,2,6,2,2
PRD0902552,CL00160,2,2,1,2
PRD0902578,CL00116,1,1,1,3
PRD0902662,CL00164,3,3,1,2
PRD0903073,CL00147,2,6,2,1
PRD0903375,CL00152,2,8,1,2
PRD0903481,CL00076,3,1,1,2
PRD0903610,CL00143,1,10,1,1
PRD0903802,CL00147,1,2,2,1
PRD0903895,CL00113,2,5,2,2
PRD0904015,CL00186,1,2,1,1
PRD0904039,CL00103,1,9,1,1
PRD0904115,CL00010,2,9,1,1
PRD0904201,CL00118,3,5,2,2
PRD0904218,CL00003,2,5,2,3
PRD0904452,CL00134,2,9,2,2
PRD0903087,CL00185,2,1,1,3
PRD0903531,CL00079,1,3,1,2
PRD0904150,CL00135,3,9,1,2
PRD0900509,CL00208,1,2,1,2
PRD0900901,CL00123,3,2,2,1
PRD0901257,CL00067,3,10,1,1
PRD0901322,CL00164,3,4,1,1
PRD0901437,CL00086,2,2,2,1
PRD0901540,CL00149,1,2,2,1
PRD0901704,CL00096,2,4,2,3
PRD0901833,CL00093,3,3,1,3
PRD0902970,CL00131,2,9,2,2
PRD0903021,CL00066,3,1,2,3
PRD0903102,CL00131,2,3,2,3
PRD0903392,CL00110,2,7,2,2
PRD0903572,CL00151,2,4,1,2
PRD0904013,CL00144,2,5,2,3
PRD0904926,CL00157,1,10,2,1
PRD0901767,CL00162,2,6,1,1
PRD0904935,CL00105,2,6,2,1
PRD0900236,CL00063,2,8,2,1
PRD0901197,CL00110,3,9,2,1
PRD0901511,CL00095,3,5,2,1
PRD0901975,CL00102,1,3,2,1
PRD0902491,CL00079,2,6,1,2
PRD0903692,CL00076,3,10,1,3
PRD0904927,CL00102,3,9,1,2
PRD0900920,CL00205,2,4,1,3
PRD0902022,CL00212,1,7,1,2
PRD0902059,CL00070,1,3,1,2
PRD0902460,CL00141,2,2,2,1
PRD0903190,CL00204,1,5,1,2
PRD0903621,CL00058,1,2,2,1
PRD0903623,CL00205,2,8,2,2
PRD0904189,CL00002,1,9,2,2
PRD0904332,CL00213,3,3,2,1
PRD0904987,CL00079,1,2,1,3
PRD0901218,CL00198,3,3,2,2
PRD0900061,CL00076,1,8,1,1
PRD0900371,CL00190,3,10,1,1
PRD0900746,CL00155,1,2,1,3
PRD0900813,CL00076,1,6,1,2
PRD0901011,CL00077,1,6,2,1
PRD0901132,CL00069,3,10,1,1
PRD0901204,CL00133,1,8,1,1
PRD0901408,CL00214,1,1,2,3
PRD0901579,CL00113,3,7,1,1
PRD0901753,CL00079,1,7,1,2
PRD0901787,CL00185,1,6,1,3
PRD0901953,CL00140,1,4,2,3
PRD0902420,CL00061,3,9,2,3
PRD0902657,CL00204,3,2,1,1
PRD0902827,CL00159,3,7,2,2
PRD0903305,CL00185,3,2,2,2
PRD0903920,CL00101,3,8,2,2
PRD0904267,CL00128,1,5,2,1
PRD0904369,CL00198,2,5,2,2
PRD0904860,CL00114,1,4,1,1
PRD0903225,CL00075,2,4,1,3
PRD0902851,CL00092,1,9,1,2
PRD0900107,CL00195,2,3,2,2
PRD0900647,CL00130,3,3,1,3
PRD0900747,CL00138,3,3,1,1
PRD0901253,CL00164,1,1,2,2
PRD0901515,CL00063,1,4,1,1
PRD0901661,CL00015,1,2,2,2
PRD0902020,CL00006,2,3,1,2
PRD0902320,CL00081,2,8,2,2
PRD0902375,CL00201,3,9,1,2
PRD0902418,CL00054,2,5,1,2
PRD0902562,CL00159,2,9,1,2
PRD0902619,CL00142,3,7,1,2
PRD0902628,CL00128,1,7,1,1
PRD0902636,CL00108,2,8,2,1
PRD0902769,CL00198,1,1,1,1
PRD0902798,CL00169,1,8,1,3
PRD0902849,CL00079,3,2,2,2
PRD0903194,CL00003,1,2,1,3
PRD0903594,CL00017,1,9,1,1
PRD0903624,CL00136,2,8,2,2
PRD0903674,CL00103,1,2,1,3
PRD0904143,CL00209,3,6,2,3
PRD0904145,CL00157,3,1,1,1
PRD0904209,CL00179,1,5,2,2
PRD0904485,CL00235,2,9,1,3
PRD0904742,CL00151,2,6,2,1
PRD0904759,CL00063,1,3,2,2
PRD0901680,CL00075,1,2,2,1
PRD0903253,CL00218,2,4,2,1
PRD0902461,CL00074,1,6,1,2
PRD0900160,CL00049,2,9,2,1
PRD0902299,CL00207,1,3,2,2
PRD0900079,CL00157,3,8,1,2
PRD0901282,CL00140,1,4,2,3
PRD0901466,CL00001,3,1,1,3
PRD0902313,CL00101,3,7,2,2
PRD0903934,CL00137,3,3,2,2
PRD0904882,CL00102,3,5,1,2
PRD0900304,CL00101,2,3,2,3
PRD0900372,CL00067,3,2,1,2
PRD0900413,CL00113,2,9,2,1
PRD0900433,CL00135,2,10,2,3
PRD0900458,CL00140,2,8,1,1
PRD0900929,CL00076,3,1,2,2
PRD0901012,CL00096,3,5,1,1
PRD0901349,CL00112,2,9,2,3
PRD0902097,CL00076,1,6,1,2
PRD0902324,CL00096,2,3,2,2
PRD0902634,CL00113,2,4,2,2
PRD0902895,CL00130,3,7,1,1
PRD0903004,CL00205,3,1,2,3
PRD0903166,CL00172,2,9,2,1
PRD0903540,CL00096,3,5,1,2
PRD0903767,CL00075,1,2,1,2
PRD0904024,CL00142,3,9,2,3
PRD0904352,CL00123,1,1,1,2
PRD0903008,CL00090,2,2,2,2
PRD0903037,CL00042,1,10,2,3
PRD0901450,CL00010,1,5,2,1
PRD0903742,CL00200,1,7,2,2
PRD0903801,CL00102,1,1,2,1
PRD0904007,CL00083,1,9,1,1
PRD0904365,CL00121,3,4,1,1
PRD0900020,CL00202,2,6,1,3
PRD0900127,CL00237,1,6,1,2
PRD0901046,CL00116,1,9,2,3
PRD0901052,CL00162,2,10,2,1
PRD0901106,CL00097,1,1,2,2
PRD0902444,CL00195,3,9,1,2
PRD0902528,CL00070,2,2,1,3
PRD0902548,CL00236,1,5,2,3
PRD0902684,CL00169,1,8,2,1
PRD0903049,CL00079,3,10,1,1
PRD0903535,CL00008,2,6,1,1
PRD0903758,CL00075,1,7,1,1
PRD0903894,CL00003,3,10,1,1
PRD0904154,CL00235,1,8,2,3
PRD0904458,CL00211,1,1,2,3
PRD0904726,CL00146,1,3,2,1
PRD0904884,CL00198,1,9,2,3
PRD0900764,CL00112,1,8,2,2
PRD0900259,CL00094,3,3,1,2
PRD0901967,CL00050,3,3,1,2
PRD0901998,CL00108,1,6,1,3
PRD0903842,CL00065,1,1,1,1
PRD0904186,CL00020,3,6,2,2
PRD0904509,CL00093,2,4,1,1
PRD0900598,CL00195,2,8,2,2
PRD0900270,CL00202,1,3,2,3
PRD0900271,CL00209,1,7,1,2
PRD0900542,CL00076,1,9,2,3
PRD0900624,CL00237,3,5,1,1
PRD0900712,CL00077,1,7,1,3
PRD0901234,CL00128,1,4,1,1
PRD0901306,CL00077,1,1,1,1
PRD0901487,CL00136,2,10,1,3
PRD0901546,CL00083,2,5,1,1
PRD0901732,CL00084,3,9,1,3
PRD0901910,CL00110,1,5,1,1
PRD0902394,CL00145,3,5,1,3
PRD0902483,CL00206,1,3,2,1
PRD0902623,CL00199,2,8,1,1
PRD0902709,CL00084,1,9,1,1
PRD0902722,CL00101,2,3,2,1
PRD0903068,CL00063,1,4,2,1
PRD0903288,CL00214,2,1,2,2
PRD0903554,CL00136,2,7,1,2
PRD0903664,CL00201,2,5,1,1
PRD0904238,CL00096,1,1,2,1
PRD0904301,CL00069,2,7,1,1
PRD0904484,CL00010,1,1,2,2
PRD0904630,CL00139,1,8,1,2
PRD0904717,CL00091,2,8,2,3
PRD0904718,CL00199,2,7,1,3
PRD0900767,CL00061,3,4,1,2
PRD0900537,CL00169,3,2,2,2
PRD0904068,CL00198,2,9,1,2
PRD0902959,CL00079,1,2,2,2
PRD0904476,CL00207,2,6,1,1
PRD0901444,CL00229,3,2,1,3
PRD0902399,CL00207,2,4,1,1
PRD0902688,CL00105,2,5,2,2
PRD0903280,CL00111,2,8,1,3
PRD0903537,CL00076,3,10,2,3
PRD0903570,CL00014,2,10,1,1
PRD0902105,CL00194,2,10,1,1
PRD0900123,CL00148,3,5,1,1
PRD0902559,CL00155,1,10,1,3
PRD0902565,CL00219,1,10,1,2
PRD0900244,CL00084,1,5,1,1
PRD0901043,CL00113,1,7,2,3
PRD0901324,CL00204,2,5,2,3
PRD0902108,CL00101,2,9,1,1
PRD0902842,CL00128,1,5,1,2
PRD0903963,CL00112,2,8,2,1
PRD0900529,CL00052,3,6,2,3
PRD0901186,CL00128,1,4,2,1
PRD0902225,CL00123,2,5,2,2
PRD0902425,CL00010,2,1,2,3
PRD0902697,CL00013,3,3,1,3
PRD0903333,CL00199,1,6,2,1
PRD0903613,CL00129,3,3,1,3
PRD0903707,CL00139,1,3,1,1
PRD0904226,CL00136,3,9,2,1
PRD0900258,CL00208,3,10,2,1
PRD0900814,CL00209,1,10,2,1
PRD0902001,CL00080,2,9,2,1
PRD0902986,CL00110,1,5,1,3
PRD0903709,CL00003,1,5,1,3
